location,sclaer,selection,reduction,classification,roc_auc,accuracy,best_roc_auc,best_accuracy,roc_auc std,accuracy std,
,standard,kruskal,,Decision Tree,0.7851288126060819,0.8057030138733084,0.8299337139547335,0.8460857244066596,0.033932698032455,0.027202318577922883,
,standard,kruskal,,GaussianNB,0.7723389639441999,0.7906225495127233,0.8130881772792482,0.8261601133545873,0.035899296711234395,0.024397189380953366,
,standard,kruskal,,Kneighbors,0.7252084898565786,0.7926502155464255,0.7645836746503806,0.8211122918880623,0.024089500751693634,0.02852810444665504,
,standard,pearson correlation,,lda,0.849845397498898,0.8406821093220455,0.8910943189454825,0.8713248317392844,0.024108772071843327,0.022519338674196455,
,standard,pearson correlation,,Nearest centroid,0.7834321566163812,0.8250974140984768,0.031276784362417744,,,,
,standard,pearson correlation,,Random forest,0.8387614100470664,0.8376448034827535,0.8827805624052995,0.8531573819856523,0.021216312937846826,0.009729784939488657,
,standard,pearson correlation,,Decision Tree,0.8404966628143434,0.841319448920847,0.8766721310962758,0.8684024087849805,0.020955995659253726,0.02016607274780926,
,standard,pearson correlation,,GaussianNB,0.8244960475164855,0.8159666822657204,0.8649651264303713,0.8498051718030464,0.02653983856763849,0.023491833506098903,
,standard,pearson correlation,,Kneighbors,0.7644510970742087,0.814912592601933,0.7978911655019351,0.8467056323060573,0.01706589397016692,0.024021145416514157,
,minMax,,pca,lda,0.8398574769873303,0.8328008780011906,0.8823975915026061,0.8663655685441021,0.027780901334647622,0.024482161658946823,
,minMax,,pca,Nearest centroid,0.771246837255007,0.8179241941197308,0.025498467951942695,,,,
,minMax,,pca,Random forest,0.8457536179772147,0.8357409363052346,0.8794309125041679,0.8480205473385882,0.02254059784197085,0.01049071507478241,
,minMax,,pca,Decision Tree,0.8272936395091589,0.8340935605707365,0.8614799425893023,0.8654799858306765,0.024942693725761973,0.02327927288994791,
,minMax,,pca,GaussianNB,0.8289923061227646,0.8237861196276466,0.8696096177494651,0.8565356004250797,0.02746452839961348,0.022853671436040494,
,minMax,,pca,Kneighbors,0.7587748890248909,0.8096171326291897,0.7880064294723654,0.8395324123273114,0.018976338626981788,0.02422568826216947,
,minMax,,lda,lda,0.8655111418866728,0.8473501989749794,0.9001134634595135,0.8744243712362735,0.02418339645871106,0.021980482690749127,
,minMax,,lda,Nearest centroid,0.8095910356601644,0.8363443145589798,0.03792996882621759,,,,
,minMax,,lda,Random forest,0.7855879089109571,0.7777912586964169,0.8313434125780861,0.8045345850677531,0.02185865013875539,0.020751752569950915,
,minMax,,lda,Decision Tree,0.8636158902274638,0.8463141338561918,0.898911488590024,0.874512929507616,0.024325346666951273,0.02260527707004733,
,minMax,,lda,GaussianNB,0.865511132529494,0.8476335705437169,0.9001134634595135,0.8748671625929861,0.024183396183347063,0.021714488281755553,
,minMax,,lda,Kneighbors,0.7690180031039902,0.8157273733969603,0.8065583702900965,0.8474140984767977,0.020495311627787734,0.027390783209332126,
,standard,,pca,lda,0.8356770735718893,0.8304541465455969,0.8788706148190899,0.862291888062345,0.029548604865844007,0.022910667093811204,
,standard,,pca,Nearest centroid,0.772345586385304,0.8201381509032943,0.03838262224116719,,,,
,standard,,pca,Random forest,0.8438244145115705,0.8340051455573073,0.8815514977171816,0.8416437870870604,0.024929557413550407,0.010238843303064587,
,standard,,pca,Decision Tree,0.822120659271053,0.8212621477277748,0.8664509587097847,0.8557385759829969,0.029633047553474234,0.02623169974939091,
,standard,,pca,GaussianNB,0.8093774686024103,0.8059160281578446,0.8501445682529061,0.8409493446687921,0.03390010152831421,0.025715021585086352,
,standard,,pca,Kneighbors,0.7541831944434557,0.8058446780925266,0.7722457841039533,0.825628763726532,0.019409082967619076,0.022411510485233432,
,standard,,lda,lda,0.8655111418866728,0.8473501989749794,0.9001134634595135,0.8744243712362735,0.02418339645871106,0.021980482690749127,
,standard,,lda,Nearest centroid,0.8095910356601644,0.8363443145589798,0.03792996882621759,,,,
,standard,,lda,Random forest,0.7856508328865554,0.7778443866013979,0.8321927656696139,0.8044460189531485,0.02227169067690434,0.020585895207096583,
,standard,,lda,Decision Tree,0.8636158902274638,0.8463141338561918,0.898911488590024,0.874512929507616,0.024325346666951273,0.02260527707004733,
,standard,,lda,GaussianNB,0.865511132529494,0.8476335705437169,0.9001134634595135,0.8748671625929861,0.024183396183347063,0.021714488281755553,
,standard,,lda,Kneighbors,0.7690180031039902,0.8157273733969603,0.8065583702900965,0.8474140984767977,0.020495311627787734,0.027390783209332126,
,standard,,pca,svc,0.8054638040914346,0.8377861213214912,0.8320194338572484,0.8623804463336876,0.017180994688981883,0.020578399783897014,
,standard,,lda,svc,0.7663214545967044,0.8472438819981305,0.8108317613093896,0.8730959971661353,0.021492091115860333,0.021337697070777716,
,minMax,,pca,svc,0.8282476363690738,0.830940862585323,0.8392871482053698,0.8653028692879915,0.017004309614942696,0.021470531036388126,
,minMax,,lda,svc,0.7655007949199263,0.8472615936523992,0.8097450413998255,0.8730959971661353,0.022701471153487345,0.021319482869357215,
,minMax,f classif,,svc,0.8578153613484654,0.8459774148098915,0.878568497885738,0.8742472546935883,0.017888939128473478,0.01936903711700725,
,minMax,chi squared,,svc,0.8516878253014644,0.8432322338682401,0.8653266596939492,0.8734502302515055,0.01804179660648383,0.02020897662788965,
,minMax,kruskal,,svc,0.8587303010496699,0.845339799961349,0.8807722554041432,0.8730959971661353,0.02065126085470306,0.020505029349954882,
,minMax,pearson correlation,,svc,0.8338083384552222,0.8412840036550657,0.8434514326093463,0.87256464753808,0.014761759231676125,0.02011308212117093,
,standardScaler,f classif,,svc,0.8247012503972637,0.8494487375039362,0.855885134505904,0.8746900460503011,0.017945091067904845,0.018663191500953278,
,standardScaler,kruskal,,svc,0.8051397703704886,0.8310826648215054,0.8520276312967064,0.8618490967056323,0.02370138343046945,0.025217542216758503,
,standardScaler,pearson correlation,,svc,0.7935063289337414,0.8446490313295059,0.8282351277506753,0.8719447396386822,0.020417975899108827,0.019601877409568754,
,minMax,f classif,,Kneighbors,0.8058997744153602,0.8317290236882886,0.816119911031308,0.8455612131945982,0.009733055357398303,0.009767532787883027,
,minMax,chi squared,,Kneighbors,0.8053959773932805,0.8278857648882001,0.810497832510155,0.837148549922515,0.010200872280984978,0.009062290675082742,kNearestNeighbours
,minMax,kruskal,,Kneighbors,0.8009131277709625,0.8290015497011292,0.8138620927055222,0.8429045826876246,0.011139509532366249,0.010389240752025432,kfold5 kNN=5
,minMax,pearson correlation,,Kneighbors,0.7913778255824336,0.8256099180872261,0.8006176635623128,0.8397166260792561,0.009355861740868903,0.009637691787202578,
,standardScaler,f classif,,Kneighbors,0.8055750641218179,0.8319415541288466,0.8174670658052556,0.8471551914987824,0.010851964293261195,0.01073147931132579,kNearestNeighbours
,standardScaler,kruskal,,Kneighbors,0.7887698184400745,0.8203232233783485,0.8074677870969341,0.8317910117334514,0.015244027869552245,0.010125135721844957,kfold5 kNN=5
,standardScaler,pearson correlation,,Kneighbors,0.7921047654276718,0.8247775071950411,0.8014484851598234,0.8391852999778614,0.008930839356524257,0.009523632342510626,
,minMax,,pca,Kneighbors,0.7893464775828588,0.8200752711976975,0.8038930746049188,0.8348461368164711,0.013788118584407913,0.011216749976862204,kNearestNeighbours
,minMax,,lda,Kneighbors,0.800375453802214,0.8273367279167589,0.8178725209654771,0.8438344033650653,0.012626709550465872,0.011882449608623197,kfold5 kNN=5
,standardScaler,,pca,Kneighbors,0.7836513765329001,0.8160637591321673,0.7999257377366755,0.8303298649546159,0.017658166246421775,0.010457042726467592,kNearestNeighbours
,standardScaler,,lda,Kneighbors,0.800375453802214,0.8273367279167589,0.8178725209654771,0.8438344033650653,0.012626709550465872,0.011882449608623197,kfold5 kNN=5
,minMax,f classif,,Kneighbors,0.8072997322355734,0.8327740376226089,0.7971875353628725,0.8436199415567166,0.01933739751972103,0.021436016256905353,
,minMax,chi squared,,Kneighbors,0.8072496641364392,0.8296745914439081,0.8043715930379542,0.8398122730895244,0.016275332145033246,0.02092685816149335,kNearestNeighbours
,minMax,kruskal,,Kneighbors,0.8034400807940649,0.829825165599184,0.7891288643786711,0.8438855928451253,0.021295403330946424,0.024057079623488874,kfold10 kNN=5
,minMax,pearson correlation,,Kneighbors,0.7927067407341226,0.8267434734208656,0.7778213712304817,0.8400779243779333,0.01845759107480076,0.022901896031037452,
,standardScaler,f classif,,Kneighbors,0.8083662277121796,0.8328006678389954,0.8058963063830358,0.8464535552997432,0.01990412431679042,0.022253205137062592,
,standardScaler,kruskal,,Kneighbors,0.7896342378688913,0.8216604395921863,0.7803381852112061,0.8353847516160453,0.02335893971403365,0.024119200555086134,
,standardScaler,pearson correlation,,Kneighbors,0.793323174959956,0.8257516717540035,0.784678923733237,0.8402550252368723,0.019484939807579052,0.02368774885137691,
,minMax,,pca,Kneighbors,0.7899180754612051,0.8207572573632756,0.7823792817064499,0.8285663685468875,0.02042115514421416,0.023011547081206958,
,minMax,,lda,Kneighbors,0.7996302054803203,0.8275317533904103,0.7916806545016812,0.8431771894093686,0.02213109311044628,0.02504104891240913,
,standardScaler,,pca,Kneighbors,0.7852007088665477,0.8174806719004583,0.7799004852716882,0.8313114318604445,0.022982768045833848,0.022550424455658677,
,standardScaler,,lda,Kneighbors,0.7996302054803203,0.8275317533904103,0.7916806545016812,0.8431771894093686,0.02213109311044628,0.02504104891240913,
,minMax,f classif,,svc,0.8592266961567292,0.845738321895063,0.8665302718339084,0.8577374363515607,0.01159742029562601,0.007497264627571365,
,minMax,chi squared,,svc,0.8522999995425108,0.8429842816028337,0.8570720692550723,0.8557892406464468,0.011475190343312071,0.008252932881074294,kNearestNeighbours
,minMax,kruskal,,svc,0.8595723541675209,0.8456232012397609,0.8699960509101649,0.8569404471994687,0.013572054180157384,0.006725969607277867,kfold5 kNN=5
,minMax,pearson correlation,,svc,0.8355033849099522,0.8411334956829755,0.8397164982503488,0.8538410449413327,0.012228308161609972,0.008326087028683123,
,standardScaler,f classif,,svc,0.8241999001913193,0.8493247730794776,0.8238642704194321,0.8603497896834182,0.0013685797984133686,0.007038706194500841,kNearestNeighbours
,standardScaler,kruskal,,svc,0.816505493939627,0.8399380119548374,0.8280269203329165,0.8522470666371486,0.014306682699261865,0.007465662191476635,kfold5 kNN=5
,standardScaler,pearson correlation,,svc,0.7947997830612152,0.8442506088111579,0.7891784917263693,0.8552136373699358,0.00790387498772097,0.007391005171686047,
,minMax,,pca,svc,0.8295942442397178,0.8310825769315917,0.8359185384678833,0.8434801859641355,0.01312793895283978,0.008608967730881682,kNearestNeighbours
,minMax,,lda,svc,0.7661999213228124,0.8472437458490149,0.7858427264892257,0.8614567190613239,0.011808422303505027,0.009798489834084078,kfold5 kNN=5
,standardScaler,,pca,svc,0.8052013700465732,0.8372636705778171,0.8159874455640121,0.8493690502545937,0.012681979894450005,0.0085554043859586,kNearestNeighbours
,standardScaler,,lda,svc,0.7667925183402382,0.8472348904139915,0.7845939828144562,0.8614567190613239,0.010308924436880761,0.00980498623381376,kfold5 kNN=5
,standardScaler,f classif,,svc,0.8578153613484654,0.8459774148098915,0.855138676995693,0.8633666873284336,0.017888939128473478,0.01936903711700725,
,standardScaler,chi squared,,svc,0.8516878253014644,0.8432322338682401,0.8480695109664103,0.8600017710085894,0.01804179660648383,0.02020897662788965,kNearestNeighbours
,standardScaler,kruskal,,svc,0.8587303010496699,0.845339799961349,0.856178941929221,0.8637208890463118,0.02065126085470306,0.020505029349954882,kfold10 kNN=5
,standardScaler,pearson correlation,,svc,0.8338083384552222,0.8412840036550657,0.821675711696326,0.8565483042592756,0.014761759231676125,0.02011308212117093,
,standardScaler,f classif,,svc,0.8247012503972637,0.8494487375039362,0.8250627079756406,0.8654918976357036,0.017945091067904845,0.018663191500953278,
,standardScaler,kruskal,,svc,0.816943613618639,0.8404603991845832,0.8171560022993013,0.8616842291685115,0.02442754884394787,0.021775948111563394,
,standardScaler,pearson correlation,,svc,0.7935063289337414,0.8446490313295059,0.7798251056546932,0.8588506154254848,0.020417975899108827,0.019601877409568754,
,minMax,,pca,svc,0.8282476363690738,0.830940862585323,0.8091358208030123,0.8477818117417869,0.017004309614942696,0.021470531036388126,
,minMax,,lda,svc,0.7666426424604855,0.8472704502637207,0.7490253612165026,0.8629239351810857,0.022324771174546655,0.021381265961139474,
,standardScaler,,pca,svc,0.805465913769806,0.8378038321915724,0.7964694232481331,0.8532719383689011,0.01717419904092256,0.020585576426011845,
,standardScaler,,lda,svc,0.765481802150444,0.8472704486953461,0.7485531046386544,0.8629239351810857,0.022299954182419125,0.021322623264045586,
New South Wales,minMax,f_classif,,lda,0.8348523107433294,0.8290302567894698,0.870284831357879,0.8885322439451415,0.022131965569113187,0.030323621078115936,
Victoria,minMax,f_classif,,lda,0.8681884032940822,0.8434960492307064,0.9089544578515166,0.9192445457505698,0.020103184540916398,0.02997330894074259,
Queensland,minMax,f_classif,,lda,0.8594103324717499,0.8319863164733619,0.8916916766706683,0.8769363166953529,0.015554525893221849,0.022591275019307033,
Western Australia,minMax,f_classif,,lda,0.9086402118819212,0.8782260496457809,0.932566094960443,0.9034653465346535,0.02140667489625022,0.03073992855104012,
South Australia,minMax,f_classif,,lda,0.8985087430044653,0.8791410217287545,0.9140893470790377,0.947787610619469,0.010847612937876191,0.03924573774715868,
Tasmania,minMax,f_classif,,lda,0.8373340121319357,0.8160893102577769,0.8758868742609381,0.8506493506493507,0.027352315900890725,0.016819906057266718,
New South Wales,standard,,lda,lda,0.8473992567992497,0.8359178536708679,0.8830978375044897,0.8949518529325942,0.025223859676946226,0.031146132934916606,
Victoria,standard,,lda,lda,0.8697577067784742,0.8447657924773418,0.9123837355455001,0.918918918918919,0.02123800112477437,0.02937681677165818,
Queensland,standard,,lda,lda,0.8680001080915767,0.8434282517614988,0.8924519807923168,0.8864027538726333,0.012869926547964466,0.024436488875233354,kfold=10
Western Australia,standard,,lda,lda,0.9174529759823435,0.8837947825394783,0.941427345504132,0.905940594059406,0.02112917586508094,0.028284912855238948,
South Australia,standard,,lda,lda,0.901448334312286,0.8812642113252428,0.9148663168082972,0.9486725663716814,0.010886567501058273,0.038811168533520325,
Tasmania,standard,,lda,lda,0.844955778421182,0.8214912157676736,0.8863569176192353,0.8528138528138528,0.027847895948299277,0.015495921363935248,
New South Wales,standard,,lda,GaussianNB,0.8473992567992497,0.8352466786623378,0.8830978375044897,0.8946600525240735,0.025223859676946226,0.031247024135413397,
Victoria,standard,,lda,GaussianNB,0.8697562403799491,0.8443749766803702,0.912369071560248,0.918918918918919,0.021235058220720762,0.029838497905518777,
Queensland,standard,,lda,GaussianNB,0.867998899956253,0.8434289917315743,0.8924519807923168,0.8846815834767642,0.012870281333995882,0.025061882890260942,
Western Australia,standard,,lda,GaussianNB,0.9174329311938585,0.8844753608013862,0.941427345504132,0.9053217821782178,0.02112695730913549,0.028396389011169844,
South Australia,standard,,lda,GaussianNB,0.9014290799704104,0.8809988028450038,0.9148618769812729,0.9486725663716814,0.010913884335572532,0.038848209622260134,
Tasmania,standard,,lda,GaussianNB,0.844955778421182,0.8210587828298411,0.8863569176192353,0.8484848484848485,0.027847895948299277,0.014062415327733198,